/usr/lib/jvm/java-8-oracle/bin/java -Dspark.master=local[2] -Didea.launcher.port=7533 -Didea.launcher.bin.path=/home/tblee/idea-IC/bin -Dfile.encoding=UTF-8 -classpath "/usr/lib/jvm/java-8-oracle/jre/lib/charsets.jar:/usr/lib/jvm/java-8-oracle/jre/lib/deploy.jar:/usr/lib/jvm/java-8-oracle/jre/lib/ext/cldrdata.jar:/usr/lib/jvm/java-8-oracle/jre/lib/ext/dnsns.jar:/usr/lib/jvm/java-8-oracle/jre/lib/ext/jaccess.jar:/usr/lib/jvm/java-8-oracle/jre/lib/ext/jfxrt.jar:/usr/lib/jvm/java-8-oracle/jre/lib/ext/localedata.jar:/usr/lib/jvm/java-8-oracle/jre/lib/ext/nashorn.jar:/usr/lib/jvm/java-8-oracle/jre/lib/ext/sunec.jar:/usr/lib/jvm/java-8-oracle/jre/lib/ext/sunjce_provider.jar:/usr/lib/jvm/java-8-oracle/jre/lib/ext/sunpkcs11.jar:/usr/lib/jvm/java-8-oracle/jre/lib/ext/zipfs.jar:/usr/lib/jvm/java-8-oracle/jre/lib/javaws.jar:/usr/lib/jvm/java-8-oracle/jre/lib/jce.jar:/usr/lib/jvm/java-8-oracle/jre/lib/jfr.jar:/usr/lib/jvm/java-8-oracle/jre/lib/jfxswt.jar:/usr/lib/jvm/java-8-oracle/jre/lib/jsse.jar:/usr/lib/jvm/java-8-oracle/jre/lib/management-agent.jar:/usr/lib/jvm/java-8-oracle/jre/lib/plugin.jar:/usr/lib/jvm/java-8-oracle/jre/lib/resources.jar:/usr/lib/jvm/java-8-oracle/jre/lib/rt.jar:/media/tblee/Data/Stanford courses/Spring 2016/CME323/Project/rnn_nlp/target/scala-2.11/classes:/home/tblee/.ivy2/cache/org.scala-lang/scala-library/jars/scala-library-2.11.8.jar:/home/tblee/spark-1.6.1/assembly/target/scala-2.11/spark-assembly-1.6.1-hadoop2.4.0.jar:/home/tblee/idea-IC/lib/idea_rt.jar" com.intellij.rt.execution.application.AppMain org.apache.spark.shallowNN.char_RNN_SGD
Using Spark's repl log4j profile: org/apache/spark/log4j-defaults-repl.properties
Training loss at epoch 1164: 1.9047280337298227
Training loss at epoch 1165: 1.9232853941019183
Training loss at epoch 1166: 1.946444564415325
Training loss at epoch 1167: 1.9092339666967326
Training loss at epoch 1168: 1.9030482710995889
Training loss at epoch 1169: 1.8832132060824334
Training loss at epoch 1170: 1.8895889651892692
Training loss at epoch 1171: 1.9028777543195787
Training loss at epoch 1172: 1.9147027191603743
Training loss at epoch 1173: 1.8865662607527216
Training loss at epoch 1174: 1.9120557006919618
Training loss at epoch 1175: 1.9311180011646043
Training loss at epoch 1176: 1.8883829092965911
Training loss at epoch 1177: 1.8881676971143264
Training loss at epoch 1178: 1.8938681397297796
Training loss at epoch 1179: 1.8918263409508809
Training loss at epoch 1180: 1.8880959123090035
Training loss at epoch 1181: 1.9245857074889392
Training loss at epoch 1182: 1.8894737349134336
Training loss at epoch 1183: 1.9142765010808738
Training loss at epoch 1184: 1.9131756117235972
Training loss at epoch 1185: 1.9120757618566604
Training loss at epoch 1186: 1.925126086325921
Training loss at epoch 1187: 1.8907527363790337
Training loss at epoch 1188: 1.8838962903413226
Training loss at epoch 1189: 1.9067401200375513
Training loss at epoch 1190: 1.9010252661347662
Training loss at epoch 1191: 1.9188623166164835
Training loss at epoch 1192: 1.880164984665442
Training loss at epoch 1193: 1.9187829502144012
Training loss at epoch 1194: 1.8829822732520924
Training loss at epoch 1195: 1.8899677674656403
Training loss at epoch 1196: 1.952924773729763
Training loss at epoch 1197: 1.8571857566533219
Training loss at epoch 1198: 1.9097528404107522
Training loss at epoch 1199: 1.8748483619441683
Training loss at epoch 1200: 1.9200205490844686
Training loss at epoch 1201: 1.8781505219373478
Training loss at epoch 1202: 1.8858567829945772
Training loss at epoch 1203: 1.897502848262422
Training loss at epoch 1204: 1.938173446163922
Training loss at epoch 1205: 1.9175665716864025
Training loss at epoch 1206: 1.8842708340033616
Training loss at epoch 1207: 1.8718789948289667
Training loss at epoch 1208: 1.9022709437996006
Training loss at epoch 1209: 1.8997099420338852
Training loss at epoch 1210: 1.9138488007729582
Training loss at epoch 1211: 1.8753815250520494
Training loss at epoch 1212: 1.8870642271595088
Training loss at epoch 1213: 1.888321525530489
Training loss at epoch 1214: 1.899229712048633
Training loss at epoch 1215: 1.8821633523271413
Training loss at epoch 1216: 1.9041123122171966
Training loss at epoch 1217: 1.9055903260467528
Training loss at epoch 1218: 1.903521887292085
Training loss at epoch 1219: 1.91274151110691
Training loss at epoch 1220: 1.8845867705427828
Training loss at epoch 1221: 1.9062140690715328
Training loss at epoch 1222: 1.9181096799537891
Training loss at epoch 1223: 1.9181310810821586
Training loss at epoch 1224: 1.9119728832569296
Training loss at epoch 1225: 1.8732411081970404
Training loss at epoch 1226: 1.900625073785315
Training loss at epoch 1227: 1.8961775325417332
Training loss at epoch 1228: 1.9131540123840796
Training loss at epoch 1229: 1.8843022723757783
Training loss at epoch 1230: 1.8527346160263465
Training loss at epoch 1231: 1.9200373815391927
Training loss at epoch 1232: 1.9069192674256343
Training loss at epoch 1233: 1.886199604655653
Training loss at epoch 1234: 1.8993653635566012
Training loss at epoch 1235: 1.9036702464034516
Training loss at epoch 1236: 1.9201824548412838
Training loss at epoch 1237: 1.8856212725172607
Training loss at epoch 1238: 1.9053926049615466
Training loss at epoch 1239: 1.8794000413444836
Training loss at epoch 1240: 1.8725493865448801
Training loss at epoch 1241: 1.9088393812389932
Training loss at epoch 1242: 1.8865177356825384
Training loss at epoch 1243: 1.888586401784118
Training loss at epoch 1244: 1.9118793348841814
Training loss at epoch 1245: 1.9056928836398868
Training loss at epoch 1246: 1.9172319320844624
Training loss at epoch 1247: 1.893781024004469
Training loss at epoch 1248: 1.8900909425116945
Training loss at epoch 1249: 1.8700714419209872
Training loss at epoch 1250: 1.8828344545338103
Training loss at epoch 1251: 1.8941684143478765
Training loss at epoch 1252: 1.8882979084056106
Training loss at epoch 1253: 1.8569158599015612
Training loss at epoch 1254: 1.872992878243286
Training loss at epoch 1255: 1.9030826358525044
Training loss at epoch 1256: 1.9100304270961246
Training loss at epoch 1257: 1.9082539881029406
Training loss at epoch 1258: 1.8846510183350778
Training loss at epoch 1259: 1.925011297006119
Training loss at epoch 1260: 1.9002960591587668
Training loss at epoch 1261: 1.8884623995108105
Training loss at epoch 1262: 1.9254630860570572
Training loss at epoch 1263: 1.9417050005570107
Training loss at epoch 1264: 1.9095105803435939
Training loss at epoch 1265: 1.8836195219755425
Training loss at epoch 1266: 1.8895087132334283
Training loss at epoch 1267: 1.8879317840698508
Training loss at epoch 1268: 1.9109373948001551
Training loss at epoch 1269: 1.8935530143158346
Training loss at epoch 1270: 1.8918379222952448
Training loss at epoch 1271: 1.9020189664620906
Training loss at epoch 1272: 1.8910590906203915
Training loss at epoch 1273: 1.9034342385736849
Training loss at epoch 1274: 1.9061974808847044
Training loss at epoch 1275: 1.8650656159603896
Training loss at epoch 1276: 1.8816389650788907
Training loss at epoch 1277: 1.9234737946788394
Training loss at epoch 1278: 1.9119659017636743
Training loss at epoch 1279: 1.9003307743997486
Training loss at epoch 1280: 1.8645043682618165
Training loss at epoch 1281: 1.9115700836804879
Training loss at epoch 1282: 1.8978997250322864
Training loss at epoch 1283: 1.8788998362902767
Training loss at epoch 1284: 1.8771501706624476
Training loss at epoch 1285: 1.8934193606365584
Training loss at epoch 1286: 1.920584675409257
Training loss at epoch 1287: 1.8658810244548996
Training loss at epoch 1288: 1.8829571729235421
Training loss at epoch 1289: 1.9185377930887242
Training loss at epoch 1290: 1.8622524300791112
Training loss at epoch 1291: 1.906536036973222
Training loss at epoch 1292: 1.8916200681272735
Training loss at epoch 1293: 1.8938124711925977
Training loss at epoch 1294: 1.894808377018915
Training loss at epoch 1295: 1.8918210195942882
Training loss at epoch 1296: 1.897743062484974
Training loss at epoch 1297: 1.8827045313540498
Training loss at epoch 1298: 1.8875029262854677
Training loss at epoch 1299: 1.8988358560632796
Training loss at epoch 1300: 1.9067992753307241
Training loss at epoch 1301: 1.8916660920243045
Training loss at epoch 1302: 1.9036710775455705
Training loss at epoch 1303: 1.9273992422325206
Training loss at epoch 1304: 1.911698148446068
Training loss at epoch 1305: 1.9016230484433385
Training loss at epoch 1306: 1.9264362050170027
Training loss at epoch 1307: 1.9022978484649653
Training loss at epoch 1308: 1.9039931715874097
Training loss at epoch 1309: 1.9369903980134626
Training loss at epoch 1310: 1.8689342765907522
Training loss at epoch 1311: 1.8846360295634421
Training loss at epoch 1312: 1.8814449283887027
Training loss at epoch 1313: 1.916220974365234
Training loss at epoch 1314: 1.8521799078701477
Training loss at epoch 1315: 1.885749401941167
Training loss at epoch 1316: 1.8796469598326497
Training loss at epoch 1317: 1.9182018677018307
Training loss at epoch 1318: 1.9288716608647185
Training loss at epoch 1319: 1.8698133242071304
Training loss at epoch 1320: 1.9123240448160677
Training loss at epoch 1321: 1.9220609255874996
Training loss at epoch 1322: 1.9267279186451338
Training loss at epoch 1323: 1.9035172092754447
Training loss at epoch 1324: 1.9162234383331787
Training loss at epoch 1325: 1.9052969162972688
Training loss at epoch 1326: 1.8897569040631417
Training loss at epoch 1327: 1.8814169643666219
Training loss at epoch 1328: 1.8977223221168023
Training loss at epoch 1329: 1.8999084660355579
Training loss at epoch 1330: 1.9054487653584633
Training loss at epoch 1331: 1.8948765088695063
Training loss at epoch 1332: 1.8965169181775225
Training loss at epoch 1333: 1.9019932170915312
Training loss at epoch 1334: 1.9246864219868351
Training loss at epoch 1335: 1.914065952820212
Training loss at epoch 1336: 1.9403251748518286
Training loss at epoch 1337: 1.891816448553461
Training loss at epoch 1338: 1.8978843757382813
Training loss at epoch 1339: 1.9046588171992536
Training loss at epoch 1340: 1.91235442272931
Training loss at epoch 1341: 1.8840690978610144
Training loss at epoch 1342: 1.8934157355465366
Training loss at epoch 1343: 1.9065029231494572
Training loss at epoch 1344: 1.9075895723367347
Training loss at epoch 1345: 1.906469548042131
Training loss at epoch 1346: 1.8999672583667067
Training loss at epoch 1347: 1.9282956590856881
Training loss at epoch 1348: 1.920506103184448
Training loss at epoch 1349: 1.9217813465304228
Training loss at epoch 1350: 1.918664400115991
Training loss at epoch 1351: 1.874917757490192
Training loss at epoch 1352: 1.902867538979862
Training loss at epoch 1353: 1.9095852922607126
Training loss at epoch 1354: 1.9263036624878438
Training loss at epoch 1355: 1.9036701076774736
Training loss at epoch 1356: 1.9119266739317564
Training loss at epoch 1357: 1.9144484552699066
Training loss at epoch 1358: 1.9136137015121724
Training loss at epoch 1359: 1.9181464928998602
Training loss at epoch 1360: 1.876716333462427
Training loss at epoch 1361: 1.8998720253288344
Training loss at epoch 1362: 1.9172512425097032
Training loss at epoch 1363: 1.9108058856303742
Training loss at epoch 1364: 1.9121147722459761
Training loss at epoch 1365: 1.886605561887316
Training loss at epoch 1366: 1.8791810017062502
Training loss at epoch 1367: 1.8790371789041973
Training loss at epoch 1368: 1.9046100795284493
Training loss at epoch 1369: 1.8917500175576485
Training loss at epoch 1370: 1.8820593278488027
Training loss at epoch 1371: 1.8833504765182625
Training loss at epoch 1372: 1.9014948110445513
Training loss at epoch 1373: 1.855726514209635
Training loss at epoch 1374: 1.9044720293042896
Training loss at epoch 1375: 1.8684198609102807
Training loss at epoch 1376: 1.8881051135130118
Training loss at epoch 1377: 1.8831693180376825
Training loss at epoch 1378: 1.8698841483869901
Training loss at epoch 1379: 1.8785140347038705
Training loss at epoch 1380: 1.8783920245816021
Training loss at epoch 1381: 1.8920741751726873
Training loss at epoch 1382: 1.9080373168844706
Training loss at epoch 1383: 1.8459111471620608
Training loss at epoch 1384: 1.8750185711013752
Training loss at epoch 1385: 1.8711244796136501
Training loss at epoch 1386: 1.8880897015342883
Training loss at epoch 1387: 1.890945029934728
Training loss at epoch 1388: 1.8813819491563173
Training loss at epoch 1389: 1.8752118619336202
Training loss at epoch 1390: 1.9080022775971561
Training loss at epoch 1391: 1.897699546326451
Training loss at epoch 1392: 1.9272520458212612
Training loss at epoch 1393: 1.9153587433472974
Training loss at epoch 1394: 1.8650934726750654
Training loss at epoch 1395: 1.889028614571962
Training loss at epoch 1396: 1.8689448394197001
Training loss at epoch 1397: 1.8653570732763036
Training loss at epoch 1398: 1.925307231377008
Training loss at epoch 1399: 1.8701238117247254
Training loss at epoch 1400: 1.8985117369583087
Training loss at epoch 1401: 1.9074458756149308
Training loss at epoch 1402: 1.9208737384661878
Training loss at epoch 1403: 1.8779238453051665
Training loss at epoch 1404: 1.8991518146615953
Training loss at epoch 1405: 1.870973884882424
Training loss at epoch 1406: 1.888196231501338
Training loss at epoch 1407: 1.829011778105775
Training loss at epoch 1408: 1.9169026829264262
Training loss at epoch 1409: 1.9019525450280423
Training loss at epoch 1410: 1.8510743901290245
Training loss at epoch 1411: 1.8844500233006396
Training loss at epoch 1412: 1.878992081991462
Training loss at epoch 1413: 1.912234080561882
Training loss at epoch 1414: 1.8891463442464087
Training loss at epoch 1415: 1.8662387510741847
Training loss at epoch 1416: 1.9089130244243944
Training loss at epoch 1417: 1.8980860199845637
Training loss at epoch 1418: 1.9371001649119266
Training loss at epoch 1419: 1.8798912411857702
Training loss at epoch 1420: 1.9026225526947462
Training loss at epoch 1421: 1.8716101441608863
Training loss at epoch 1422: 1.8868586919896826
Training loss at epoch 1423: 1.9224575862768005
Training loss at epoch 1424: 1.8914318119540252
Training loss at epoch 1425: 1.902791486650137
Training loss at epoch 1426: 1.893972831846147
Training loss at epoch 1427: 1.8789188802272734
Training loss at epoch 1428: 1.8582227638668949
Training loss at epoch 1429: 1.885881060479201
Training loss at epoch 1430: 1.8795239533258494
Training loss at epoch 1431: 1.8904040577881849
Training loss at epoch 1432: 1.9224808513045755
Training loss at epoch 1433: 1.9025593949617392
Training loss at epoch 1434: 1.9222035610801236
Training loss at epoch 1435: 1.8939012937336337
Training loss at epoch 1436: 1.8789620815216008
Training loss at epoch 1437: 1.884393072849572
Training loss at epoch 1438: 1.9127755063646337
Training loss at epoch 1439: 1.9129436379278848
Training loss at epoch 1440: 1.914807249825202
Training loss at epoch 1441: 1.912110750651239
Training loss at epoch 1442: 1.908311395738301
Training loss at epoch 1443: 1.9024093880463033
Training loss at epoch 1444: 1.8725800880131769
Training loss at epoch 1445: 1.8862066154481023
Training loss at epoch 1446: 1.8720156505567225
Training loss at epoch 1447: 1.8922394359305639
Training loss at epoch 1448: 1.9043068759744517
Training loss at epoch 1449: 1.8910529506605742
Training loss at epoch 1450: 1.88033615777799
Training loss at epoch 1451: 1.859169121221204
Training loss at epoch 1452: 1.899366677188002
Training loss at epoch 1453: 1.8792240364330084
Training loss at epoch 1454: 1.8988824296071922
Training loss at epoch 1455: 1.9154734646021465
Training loss at epoch 1456: 1.884769803558924
Training loss at epoch 1457: 1.8950125772300752
Training loss at epoch 1458: 1.9170159666331719
Training loss at epoch 1459: 1.9290085846523612
Training loss at epoch 1460: 1.8670402173442175
Training loss at epoch 1461: 1.8936338767883099
Training loss at epoch 1462: 1.880084610712016
Training loss at epoch 1463: 1.8834677147298893
Training loss at epoch 1464: 1.9225823035272438
Training loss at epoch 1465: 1.8882815022922963
Training loss at epoch 1466: 1.8637001304520338
Training loss at epoch 1467: 1.8834573316506964
Training loss at epoch 1468: 1.8805338920788943
Training loss at epoch 1469: 1.8944413957163158
Training loss at epoch 1470: 1.9136852797963841
Training loss at epoch 1471: 1.9118074757323542
Training loss at epoch 1472: 1.8929144300398797
Training loss at epoch 1473: 1.9218171769091283
Training loss at epoch 1474: 1.8750859316612984
Training loss at epoch 1475: 1.873419281968503
Training loss at epoch 1476: 1.8822158493485082
Training loss at epoch 1477: 1.8974191295237648
Training loss at epoch 1478: 1.9139742241517739
Training loss at epoch 1479: 1.895612462836912
Training loss at epoch 1480: 1.9068119174041422
Training loss at epoch 1481: 1.8489067739880118
Training loss at epoch 1482: 1.8521981082857533
Training loss at epoch 1483: 1.9000758494327494
Training loss at epoch 1484: 1.8904566895393988
Training loss at epoch 1485: 1.9362730294169104
Training loss at epoch 1486: 1.918186131173868
Training loss at epoch 1487: 1.9166533916454562
Training loss at epoch 1488: 1.9202338711003988
Training loss at epoch 1489: 1.9114770772233853
Training loss at epoch 1490: 1.8862259939388828
Training loss at epoch 1491: 1.9043044010043075
Training loss at epoch 1492: 1.8980266679739477
Training loss at epoch 1493: 1.8877930869048227
Training loss at epoch 1494: 1.915831541250853
Training loss at epoch 1495: 1.8516121741470808
Training loss at epoch 1496: 1.8515088319278197
Training loss at epoch 1497: 1.90644167113699
Training loss at epoch 1498: 1.9052389750399161
Training loss at epoch 1499: 1.8782883264081431
Training loss at epoch 1500: 1.8953719290309248
Training loss at epoch 1501: 1.8660148572515853
Training loss at epoch 1502: 1.903650928830895
Training loss at epoch 1503: 1.872002961903703
Training loss at epoch 1504: 1.8919661337892284
Training loss at epoch 1505: 1.8845670625593984
Training loss at epoch 1506: 1.9039581102407146
Training loss at epoch 1507: 1.900051228097157
Training loss at epoch 1508: 1.9071636741480502
Training loss at epoch 1509: 1.8866888905948265
Training loss at epoch 1510: 1.919916060942178
Training loss at epoch 1511: 1.8818533418374557
Training loss at epoch 1512: 1.8988751937843333
Training loss at epoch 1513: 1.886333204551238
Training loss at epoch 1514: 1.9086378707534677
Training loss at epoch 1515: 1.8988787015255815
Training loss at epoch 1516: 1.9100759588966711
Training loss at epoch 1517: 1.917769350324874
Training loss at epoch 1518: 1.9002504143508365
Training loss at epoch 1519: 1.8987044668453856
Training loss at epoch 1520: 1.8941390290496962
Training loss at epoch 1521: 1.8760849825778791
Training loss at epoch 1522: 1.855070823558316
Training loss at epoch 1523: 1.8868800437066018
Training loss at epoch 1524: 1.8885608477223026
Training loss at epoch 1525: 1.8973549658653943
Training loss at epoch 1526: 1.8913046296492448
Training loss at epoch 1527: 1.863179527960298
Training loss at epoch 1528: 1.9125148399735736
Training loss at epoch 1529: 1.8673058573594379
Training loss at epoch 1530: 1.887350444225555
Training loss at epoch 1531: 1.8909328715810385
Training loss at epoch 1532: 1.8978600074656942
Training loss at epoch 1533: 1.8848207126392431
Training loss at epoch 1534: 1.8764532420219684
Training loss at epoch 1535: 1.8628185611263757
Training loss at epoch 1536: 1.8840450108295848
Training loss at epoch 1537: 1.8891891756773818
Training loss at epoch 1538: 1.9031605540330598
Training loss at epoch 1539: 1.8906164123860327
Training loss at epoch 1540: 1.9149654724595122
Training loss at epoch 1541: 1.9076036054881642
Training loss at epoch 1542: 1.911306450183678
Training loss at epoch 1543: 1.8794441538791447
Training loss at epoch 1544: 1.9096068746371055
Training loss at epoch 1545: 1.9005684066810606
Training loss at epoch 1546: 1.9030699390075498
Training loss at epoch 1547: 1.9094046871009231
Training loss at epoch 1548: 1.8650956610563383
Training loss at epoch 1549: 1.8838531905294693
Training loss at epoch 1550: 1.8661526288716779
Training loss at epoch 1551: 1.8735854470089226
Training loss at epoch 1552: 1.8854777704001842
Training loss at epoch 1553: 1.9280194011653393
Training loss at epoch 1554: 1.9007925051046153
Training loss at epoch 1555: 1.857280641260454
Training loss at epoch 1556: 1.8985132019894646
Training loss at epoch 1557: 1.8550998055781924
Training loss at epoch 1558: 1.8415231718789813
Training loss at epoch 1559: 1.8702403893587076
Training loss at epoch 1560: 1.9330523911852913
Training loss at epoch 1561: 1.8810625620249775
Training loss at epoch 1562: 1.8883075380873817
Training loss at epoch 1563: 1.887891960068537
Training loss at epoch 1564: 1.908608689235237
Training loss at epoch 1565: 1.8550005284765403
Training loss at epoch 1566: 1.875489119709158
Training loss at epoch 1567: 1.9255067350946609
Training loss at epoch 1568: 1.8854291605321651
Training loss at epoch 1569: 1.8568337504866386
Training loss at epoch 1570: 1.9013379353453463
Training loss at epoch 1571: 1.886140063732947
Training loss at epoch 1572: 1.896484079831086
Training loss at epoch 1573: 1.8889069132823404
Training loss at epoch 1574: 1.885727544758126
Training loss at epoch 1575: 1.8826770706677003
Training loss at epoch 1576: 1.9083289980636402
Training loss at epoch 1577: 1.8772519912946801
Training loss at epoch 1578: 1.903246459645023
Training loss at epoch 1579: 1.886927988909752
Training loss at epoch 1580: 1.889339326570579
Training loss at epoch 1581: 1.8710646952170105
Training loss at epoch 1582: 1.8641120452857152
Training loss at epoch 1583: 1.9014436832133068
Training loss at epoch 1584: 1.9111338423318602
Training loss at epoch 1585: 1.8986459935397624
Training loss at epoch 1586: 1.899150350964397
Training loss at epoch 1587: 1.8680967441105505
Training loss at epoch 1588: 1.887768609617843
Training loss at epoch 1589: 1.8733560715596893
Training loss at epoch 1590: 1.8890968608539394
Training loss at epoch 1591: 1.903450969823813
Training loss at epoch 1592: 1.9039015592022073
Training loss at epoch 1593: 1.8749386114200568
Training loss at epoch 1594: 1.8899561429807064
Training loss at epoch 1595: 1.8817226373734344
Training loss at epoch 1596: 1.8890288471620673
Training loss at epoch 1597: 1.8791971540447017
Training loss at epoch 1598: 1.8795358726478693
Training loss at epoch 1599: 1.906125824682049
Training loss at epoch 1600: 1.8889448817166796
Training loss at epoch 1601: 1.8864450898430314
Training loss at epoch 1602: 1.8641003287258215
Training loss at epoch 1603: 1.8777974505976265
Training loss at epoch 1604: 1.8440745479818548
Training loss at epoch 1605: 1.9049848232309567
Training loss at epoch 1606: 1.8970077229770703
Training loss at epoch 1607: 1.8882901623241304
Training loss at epoch 1608: 1.8924406546795915
Training loss at epoch 1609: 1.8599008316801449
Training loss at epoch 1610: 1.8700624662990617
Training loss at epoch 1611: 1.9005105151952248
Training loss at epoch 1612: 1.896541730198087
Training loss at epoch 1613: 1.882476677366005
Training loss at epoch 1614: 1.8871693872629114
Training loss at epoch 1615: 1.904367930648584
Training loss at epoch 1616: 1.8945470780294396
Training loss at epoch 1617: 1.87471637914681
Training loss at epoch 1618: 1.8660593741176472
Training loss at epoch 1619: 1.8480762531170642
Training loss at epoch 1620: 1.9349020260432874
Training loss at epoch 1621: 1.9004648247407603
Training loss at epoch 1622: 1.8677561028020098
Training loss at epoch 1623: 1.8825176119743994
Training loss at epoch 1624: 1.8703867792474242
Training loss at epoch 1625: 1.8822587179905228
Training loss at epoch 1626: 1.8950366299009853
Training loss at epoch 1627: 1.930911547011901
Training loss at epoch 1628: 1.8710163727201943
Training loss at epoch 1629: 1.9011487180527455
Training loss at epoch 1630: 1.8824033684227033
Training loss at epoch 1631: 1.8947552232197948
Training loss at epoch 1632: 1.9119783614608192
Training loss at epoch 1633: 1.8686352379895121
Training loss at epoch 1634: 1.865615290904452
Training loss at epoch 1635: 1.8801863659650548
Training loss at epoch 1636: 1.8502037544706176
Training loss at epoch 1637: 1.8647597497213664
Training loss at epoch 1638: 1.8761904741879907
Training loss at epoch 1639: 1.8902923502736488
Training loss at epoch 1640: 1.898050939170117
Training loss at epoch 1641: 1.843135068892383
Training loss at epoch 1642: 1.8922375183352171
Training loss at epoch 1643: 1.875771712389429
Training loss at epoch 1644: 1.8894455651055133
Training loss at epoch 1645: 1.9274634094149863
Training loss at epoch 1646: 1.8328243662980293
Training loss at epoch 1647: 1.8829435687198277
Training loss at epoch 1648: 1.9004314127574353
Training loss at epoch 1649: 1.847713990475178
Training loss at epoch 1650: 1.88907795068456
Training loss at epoch 1651: 1.8886778902334664
Training loss at epoch 1652: 1.9092202962284335
Training loss at epoch 1653: 1.8865885413267116
Training loss at epoch 1654: 1.8564824910694808
Training loss at epoch 1655: 1.911476335566695
Training loss at epoch 1656: 1.8902754776260973
Training loss at epoch 1657: 1.8630867157955893
Training loss at epoch 1658: 1.8668587828613052
Training loss at epoch 1659: 1.8865079036103063
Training loss at epoch 1660: 1.8777371992842642
Training loss at epoch 1661: 1.9051293295811909
Training loss at epoch 1662: 1.8848038553100637
Training loss at epoch 1663: 1.8479007146389945
Training loss at epoch 1664: 1.898639074700606
Training loss at epoch 1665: 1.896304139088701
Training loss at epoch 1666: 1.8757121959037262
Training loss at epoch 1667: 1.8627190431319722
Training loss at epoch 1668: 1.8897851443958353
Training loss at epoch 1669: 1.8706056874546566
Training loss at epoch 1670: 1.8770793100926992
Training loss at epoch 1671: 1.858809172519302
Training loss at epoch 1672: 1.897401142081355
Training loss at epoch 1673: 1.893282814735718
Training loss at epoch 1674: 1.9416300505901458
Training loss at epoch 1675: 1.9014222725146814
Training loss at epoch 1676: 1.8979070537927656
Training loss at epoch 1677: 1.9297361716760268
Training loss at epoch 1678: 1.8899864599499598
Training loss at epoch 1679: 1.8804275755099031
Training loss at epoch 1680: 1.88903994581109
Training loss at epoch 1681: 1.8954270835814813
Training loss at epoch 1682: 1.8953794024803008
Training loss at epoch 1683: 1.89752620470441
Training loss at epoch 1684: 1.875272590976242
Training loss at epoch 1685: 1.8854700087633371
Training loss at epoch 1686: 1.8694888051080554
Training loss at epoch 1687: 1.8709056966646322
Training loss at epoch 1688: 1.8634036680480648
Training loss at epoch 1689: 1.8946362726017387
Training loss at epoch 1690: 1.8733073340222948
Training loss at epoch 1691: 1.8742505819383313
Training loss at epoch 1692: 1.9053255003053224
Training loss at epoch 1693: 1.8785083530447604
Training loss at epoch 1694: 1.9057555284746541
Training loss at epoch 1695: 1.880582194370354
Training loss at epoch 1696: 1.8999637507697977
Training loss at epoch 1697: 1.883497238027261
Training loss at epoch 1698: 1.8621598755092659
Training loss at epoch 1699: 1.8963796677497995
Training loss at epoch 1700: 1.8885422424523377
Training loss at epoch 1701: 1.8642038057822046
Training loss at epoch 1702: 1.8607019886056675
Training loss at epoch 1703: 1.868076350120828
Training loss at epoch 1704: 1.8792019063013985
Training loss at epoch 1705: 1.8572870613387316
Training loss at epoch 1706: 1.8836688451201002
Training loss at epoch 1707: 1.883005338258144
Training loss at epoch 1708: 1.8671450430659693
Training loss at epoch 1709: 1.8549954965906659
Training loss at epoch 1710: 1.8789610912859598
Training loss at epoch 1711: 1.8866354220854475
Training loss at epoch 1712: 1.8602462165649305
Training loss at epoch 1713: 1.8654100129158024
Training loss at epoch 1714: 1.8922131794349157
Training loss at epoch 1715: 1.8616149275339176
Training loss at epoch 1716: 1.8825827672854256
Training loss at epoch 1717: 1.9032689056966203
Training loss at epoch 1718: 1.8948710800137365
Training loss at epoch 1719: 1.906007959091486
Training loss at epoch 1720: 1.8581197452114344
Training loss at epoch 1721: 1.8692417225303217
Training loss at epoch 1722: 1.8877674759144885
Training loss at epoch 1723: 1.9092487521488632
Training loss at epoch 1724: 1.887950468897284
Training loss at epoch 1725: 1.8535263022477155
Training loss at epoch 1726: 1.8752556050583384
Training loss at epoch 1727: 1.8939813449042877
Training loss at epoch 1728: 1.8538348086629228
Training loss at epoch 1729: 1.8909959822051454
Training loss at epoch 1730: 1.9006345368781359
Training loss at epoch 1731: 1.8829628002320853
Training loss at epoch 1732: 1.852252950814784
Training loss at epoch 1733: 1.8682789402433477
Training loss at epoch 1734: 1.8687323997959302
Training loss at epoch 1735: 1.8980308876199086
Training loss at epoch 1736: 1.9292506226824768
Training loss at epoch 1737: 1.8742856711917772
Training loss at epoch 1738: 1.8608505979102816
Training loss at epoch 1739: 1.900345156729203
Training loss at epoch 1740: 1.8954379441072642
Training loss at epoch 1741: 1.8946957418297798
Training loss at epoch 1742: 1.8652641546223434
Training loss at epoch 1743: 1.9091150330448863
Training loss at epoch 1744: 1.890187085005364
Training loss at epoch 1745: 1.8974465695053522
Training loss at epoch 1746: 1.8766238436156386
Training loss at epoch 1747: 1.8968470725143605
Training loss at epoch 1748: 1.8893798786508846
Training loss at epoch 1749: 1.87786558176873
Training loss at epoch 1750: 1.8798931421418479
Training loss at epoch 1751: 1.892409972603231
Training loss at epoch 1752: 1.8684549010754155
Training loss at epoch 1753: 1.8615662655722351
Training loss at epoch 1754: 1.899394801559809
Training loss at epoch 1755: 1.8659617463881637
